"","Length","ACUK","WGGA","GAC","GACR","GACARG","QFM","ACUK.freq","WGGA.freq","GAC.freq","GACR.freq","GACARG.freq","QFM.freq"
"Rbm6",3357,41,80,61,20,2,4,12.21,23.83,18.17,5.96,0.6,1.19
"Rbm7",798,4,9,15,11,1,0,5.01,11.28,18.8,13.78,1.25,0
"Rbm8a",525,4,17,13,8,1,1,7.62,32.38,24.76,15.24,1.9,1.9
"Rbms1",1254,8,22,15,8,1,0,6.38,17.54,11.96,6.38,0.8,0
"Rbms2",1152,13,20,25,10,1,0,11.28,17.36,21.7,8.68,0.87,0
"Rbms3",1392,7,19,25,14,2,0,5.03,13.65,17.96,10.06,1.44,0
"Rbmx",1176,3,32,18,9,1,1,2.55,27.21,15.31,7.65,0.85,0.85
"Rbmx2",981,5,22,18,8,1,0,5.1,22.43,18.35,8.15,1.02,0
"Rbmxl1",1167,4,30,12,4,1,1,3.43,25.71,10.28,3.43,0.86,0.86
"Rbp1",408,8,11,12,7,1,0,19.61,26.96,29.41,17.16,2.45,0
"Rbp4",738,8,13,20,13,1,1,10.84,17.62,27.1,17.62,1.36,1.36
"Rbpj",1581,13,23,22,14,2,2,8.22,14.55,13.92,8.86,1.27,1.27
"Rbx1",327,3,6,2,2,0,0,9.17,18.35,6.12,6.12,0,0
"Rcan3",720,9,13,15,7,1,2,12.5,18.06,20.83,9.72,1.39,2.78
"Rcbtb1",1596,19,30,18,9,0,0,11.9,18.8,11.28,5.64,0,0
"Rcbtb2",1656,13,21,19,12,0,0,7.85,12.68,11.47,7.25,0,0
"Rcc1",1305,10,16,16,9,0,0,7.66,12.26,12.26,6.9,0,0
"Rccd1",1134,8,22,18,11,0,0,7.05,19.4,15.87,9.7,0,0
"Rce1",990,7,9,11,6,0,0,7.07,9.09,11.11,6.06,0,0
"Rchy1",786,10,11,16,9,1,0,12.72,13.99,20.36,11.45,1.27,0
"Rcl1",1122,7,19,22,7,0,1,6.24,16.93,19.61,6.24,0,0.89
"Rcn1",978,8,30,29,15,2,1,8.18,30.67,29.65,15.34,2.04,1.02
"Rcn2",963,10,15,24,13,0,1,10.38,15.58,24.92,13.5,0,1.04
"Rcn3",987,6,25,31,16,3,1,6.08,25.33,31.41,16.21,3.04,1.01
"Rcor1",1443,10,24,23,14,0,1,6.93,16.63,15.94,9.7,0,0.69
"Rcor2",1572,12,24,26,13,4,1,7.63,15.27,16.54,8.27,2.54,0.64
"Rcor3",1656,12,23,27,17,1,1,7.25,13.89,16.3,10.27,0.6,0.6
"Rcsd1",1239,4,25,23,13,0,1,3.23,20.18,18.56,10.49,0,0.81
"Rdh1",954,10,20,24,13,7,1,10.48,20.96,25.16,13.63,7.34,1.05
"Rdh10",1026,10,18,14,9,1,2,9.75,17.54,13.65,8.77,0.97,1.95
"Rdh11",951,12,12,14,8,1,0,12.62,12.62,14.72,8.41,1.05,0
"Rdh12",951,10,17,12,5,0,0,10.52,17.88,12.62,5.26,0,0
"Rdh13",1005,14,22,21,12,2,2,13.93,21.89,20.9,11.94,1.99,1.99
"Rdh14",1005,15,16,13,4,0,2,14.93,15.92,12.94,3.98,0,1.99
"Rdh19",957,13,18,24,10,4,1,13.58,18.81,25.08,10.45,4.18,1.04
"Rdh5",957,12,12,13,3,0,0,12.54,12.54,13.58,3.13,0,0
"Rdm1",846,5,21,8,5,0,1,5.91,24.82,9.46,5.91,0,1.18
"Rdx",1752,17,26,20,11,3,1,9.7,14.84,11.42,6.28,1.71,0.57
"Rec8",1776,19,36,26,12,3,1,10.7,20.27,14.64,6.76,1.69,0.56
"Reck",2916,27,30,44,22,2,0,9.26,10.29,15.09,7.54,0.69,0
"Recql",1947,20,29,31,14,1,1,10.27,14.89,15.92,7.19,0.51,0.51
"Recql4",3651,27,54,69,25,4,3,7.4,14.79,18.9,6.85,1.1,0.82
"Recql5",2949,18,48,46,17,2,3,6.1,16.28,15.6,5.76,0.68,1.02
"Reep3",765,5,11,14,9,0,0,6.54,14.38,18.3,11.76,0,0
"Reep4",774,0,11,12,8,0,0,0,14.21,15.5,10.34,0,0
"Reep6",1800,13,14,30,16,1,1,7.22,7.78,16.67,8.89,0.56,0.56
"Reg2",522,11,7,9,1,0,0,21.07,13.41,17.24,1.92,0,0
"Rel",1767,23,22,24,10,0,1,13.02,12.45,13.58,5.66,0,0.57
"Rela",1650,11,16,33,9,2,0,6.67,9.7,20,5.45,1.21,0
"Relb",1677,13,29,31,13,3,3,7.75,17.29,18.49,7.75,1.79,1.79
"Rell1",819,4,6,11,8,1,0,4.88,7.33,13.43,9.77,1.22,0
"Reln",10386,122,174,169,70,6,3,11.75,16.75,16.27,6.74,0.58,0.29
"Relt",1311,7,16,12,5,2,0,5.34,12.2,9.15,3.81,1.53,0
"Rem2",1026,10,14,26,16,0,1,9.75,13.65,25.34,15.59,0,0.97
"Renbp",1293,9,32,18,6,2,1,6.96,24.75,13.92,4.64,1.55,0.77
"Rep15",693,8,19,16,6,1,2,11.54,27.42,23.09,8.66,1.44,2.89
"Repin1",1806,11,18,23,9,0,0,6.09,9.97,12.74,4.98,0,0
"Reps1",2388,14,32,38,19,1,2,5.86,13.4,15.91,7.96,0.42,0.84
"Rere",4677,40,66,87,38,2,1,8.55,14.11,18.6,8.12,0.43,0.21
"Rerg",600,2,6,12,8,2,0,3.33,10,20,13.33,3.33,0
"Resp18",528,7,7,8,3,0,1,13.26,13.26,15.15,5.68,0,1.89
"Rest",3249,18,60,52,28,2,2,5.54,18.47,16,8.62,0.62,0.62
"Ret",3348,37,55,59,24,2,0,11.05,16.43,17.62,7.17,0.6,0
"Retsat",1830,19,32,29,9,4,2,10.38,17.49,15.85,4.92,2.19,1.09
"Rev1",3750,30,70,57,26,4,2,8,18.67,15.2,6.93,1.07,0.53
"Rev3l",9369,100,129,121,54,6,3,10.67,13.77,12.91,5.76,0.64,0.32
"Rexo1",3642,20,66,71,32,4,2,5.49,18.12,19.49,8.79,1.1,0.55
"Rexo2",714,7,12,13,9,1,0,9.8,16.81,18.21,12.61,1.4,0
"Rexo4",1299,8,25,20,13,3,0,6.16,19.25,15.4,10.01,2.31,0
"Rfc1",3438,23,64,49,27,6,1,6.69,18.62,14.25,7.85,1.75,0.29
"Rfc2",1050,7,19,20,15,1,0,6.67,18.1,19.05,14.29,0.95,0
"Rfc3",1071,11,20,19,8,2,1,10.27,18.67,17.74,7.47,1.87,0.93
"Rfc4",1113,12,22,11,6,1,1,10.78,19.77,9.88,5.39,0.9,0.9
"Rfc5",1020,12,14,31,18,1,0,11.76,13.73,30.39,17.65,0.98,0
"Rfesd",474,5,14,10,6,0,0,10.55,29.54,21.1,12.66,0,0
"Rffl",1197,9,25,27,7,2,0,7.52,20.89,22.56,5.85,1.67,0
"Rfk",468,6,7,3,1,0,0,12.82,14.96,6.41,2.14,0,0
"Rflnb",651,5,9,12,6,0,1,7.68,13.82,18.43,9.22,0,1.54
"Rfng",999,8,11,19,8,0,0,8.01,11.01,19.02,8.01,0,0
"Rft1",1626,20,21,27,11,1,3,12.3,12.92,16.61,6.77,0.62,1.85
"Rftn1",1665,9,20,28,9,1,1,5.41,12.01,16.82,5.41,0.6,0.6
"Rftn2",1503,10,42,35,26,3,3,6.65,27.94,23.29,17.3,2,2
"Rfwd3",2325,31,39,38,13,0,3,13.33,16.77,16.34,5.59,0,1.29
"Rfx1",2892,22,29,39,18,0,1,7.61,10.03,13.49,6.22,0,0.35
"Rfx2",2154,14,26,38,19,0,0,6.5,12.07,17.64,8.82,0,0
"Rfx4",2208,16,42,33,16,1,2,7.25,19.02,14.95,7.25,0.45,0.91
"Rfx5",1977,13,23,27,11,2,2,6.58,11.63,13.66,5.56,1.01,1.01
"Rfx7",4380,42,52,54,27,2,2,9.59,11.87,12.33,6.16,0.46,0.46
"Rfxank",810,9,16,16,7,0,0,11.11,19.75,19.75,8.64,0,0
"Rfxap",696,3,14,22,15,1,0,4.31,20.11,31.61,21.55,1.44,0
"Rgag1",4104,37,64,65,31,0,2,9.02,15.59,15.84,7.55,0,0.49
"Rgag4",1800,14,59,24,14,1,4,7.78,32.78,13.33,7.78,0.56,2.22
"Rgcc",414,3,4,14,6,1,0,7.25,9.66,33.82,14.49,2.42,0
"Rgl2",2337,12,47,44,16,4,2,5.13,20.11,18.83,6.85,1.71,0.86
"Rgl3",2130,18,39,38,14,2,2,8.45,18.31,17.84,6.57,0.94,0.94
"Rgma",1365,10,19,29,15,2,1,7.33,13.92,21.25,10.99,1.47,0.73
"Rgmb",1311,15,18,24,9,1,0,11.44,13.73,18.31,6.86,0.76,0
"Rgp1",1176,11,11,23,8,1,1,9.35,9.35,19.56,6.8,0.85,0.85
"Rgs10",546,4,13,9,3,1,1,7.33,23.81,16.48,5.49,1.83,1.83
"Rgs11",1401,9,29,24,11,2,0,6.42,20.7,17.13,7.85,1.43,0
"Rgs16",606,6,7,9,4,0,0,9.9,11.55,14.85,6.6,0,0
"Rgs17",693,5,15,7,3,1,1,7.22,21.65,10.1,4.33,1.44,1.44
"Rgs19",732,1,11,9,4,2,1,1.37,15.03,12.3,5.46,2.73,1.37
"Rgs2",636,10,10,8,2,1,0,15.72,15.72,12.58,3.14,1.57,0
"Rgs20",1119,10,11,19,7,0,1,8.94,9.83,16.98,6.26,0,0.89
"Rgs22",3777,36,59,52,30,4,2,9.53,15.62,13.77,7.94,1.06,0.53
"Rgs3",2901,24,56,59,24,5,3,8.27,19.3,20.34,8.27,1.72,1.03
"Rgs5",546,4,12,8,3,1,1,7.33,21.98,14.65,5.49,1.83,1.83
"Rgs7bp",774,3,6,9,7,1,0,3.88,7.75,11.63,9.04,1.29,0
"Rgs8",543,7,11,11,2,0,0,12.89,20.26,20.26,3.68,0,0
"Rgs9",2028,13,37,39,20,2,2,6.41,18.24,19.23,9.86,0.99,0.99
"Rgsl1",3222,24,48,39,14,1,1,7.45,14.9,12.1,4.35,0.31,0.31
"Rhbdd1",948,12,16,11,3,0,1,12.66,16.88,11.6,3.16,0,1.05
"Rhbdd2",1086,7,6,6,0,0,1,6.45,5.52,5.52,0,0,0.92
"Rhbdd3",1158,17,16,14,7,0,1,14.68,13.82,12.09,6.04,0,0.86
"Rhbdf1",2571,22,35,44,24,2,2,8.56,13.61,17.11,9.33,0.78,0.78
"Rhbdf2",2484,21,25,36,15,4,1,8.45,10.06,14.49,6.04,1.61,0.4
"Rhbdl2",909,7,24,9,4,1,2,7.7,26.4,9.9,4.4,1.1,2.2
"Rhbdl3",1215,9,21,17,5,0,1,7.41,17.28,13.99,4.12,0,0.82
"Rhebl1",555,1,10,7,5,1,1,1.8,18.02,12.61,9.01,1.8,1.8
"Rhno1",708,4,10,13,7,0,0,5.65,14.12,18.36,9.89,0,0
"Rhobtb1",2088,8,45,41,21,1,1,3.83,21.55,19.64,10.06,0.48,0.48
"Rhobtb3",1836,15,24,26,15,2,1,8.17,13.07,14.16,8.17,1.09,0.54
"Rhoc",582,2,10,13,8,0,0,3.44,17.18,22.34,13.75,0,0
"Rhof",636,1,12,12,9,1,2,1.57,18.87,18.87,14.15,1.57,3.14
"Rhog",576,5,6,8,5,0,1,8.68,10.42,13.89,8.68,0,1.74
"Rhoh",576,5,7,10,6,0,0,8.68,12.15,17.36,10.42,0,0
"Rhoj",645,6,15,14,7,1,3,9.3,23.26,21.71,10.85,1.55,4.65
"Rhoq",618,6,10,15,8,1,0,9.71,16.18,24.27,12.94,1.62,0
"Rhot1",2115,27,24,36,22,1,0,12.77,11.35,17.02,10.4,0.47,0
"Rhot2",1863,7,31,34,11,1,1,3.76,16.64,18.25,5.9,0.54,0.54
"Rhov",711,3,8,11,5,0,1,4.22,11.25,15.47,7.03,0,1.41
"Rhox8",963,5,42,5,3,0,3,5.19,43.61,5.19,3.12,0,3.12
"Rhpn1",1986,19,42,35,11,0,2,9.57,21.15,17.62,5.54,0,1.01
"Rhpn2",2061,19,29,40,20,2,2,9.22,14.07,19.41,9.7,0.97,0.97
"Ric3",1104,14,26,15,3,0,2,12.68,23.55,13.59,2.72,0,1.81
"Rictor",5127,48,62,80,41,3,2,9.36,12.09,15.6,8,0.59,0.39
"Rida",408,6,8,7,4,2,1,14.71,19.61,17.16,9.8,4.9,2.45
"Rif1",7281,87,107,83,44,3,1,11.95,14.7,11.4,6.04,0.41,0.14
"Riiad1",360,3,5,5,1,0,0,8.33,13.89,13.89,2.78,0,0
"Rilp",1110,3,25,15,7,1,1,2.7,22.52,13.51,6.31,0.9,0.9
"Rilpl1",1221,3,40,25,12,4,2,2.46,32.76,20.48,9.83,3.28,1.64
"Rilpl2",594,4,23,14,9,1,3,6.73,38.72,23.57,15.15,1.68,5.05
"Rimbp2",3240,21,69,54,27,1,2,6.48,21.3,16.67,8.33,0.31,0.62
"Rimbp3",4821,30,83,81,33,4,3,6.22,17.22,16.8,6.85,0.83,0.62
"Rimkla",1143,8,9,22,10,1,0,7,7.87,19.25,8.75,0.87,0
"Rimklb",1164,9,12,14,6,0,0,7.73,10.31,12.03,5.15,0,0
"Rims1",4275,19,70,58,36,7,3,4.44,16.37,13.57,8.42,1.64,0.7
"Rims2",4719,26,100,72,38,5,4,5.51,21.19,15.26,8.05,1.06,0.85
"Rims3",924,2,16,16,5,0,0,2.16,17.32,17.32,5.41,0,0
"Rims4",810,9,17,17,7,0,0,11.11,20.99,20.99,8.64,0,0
"Rin1",2292,12,37,31,7,2,2,5.24,16.14,13.53,3.05,0.87,0.87
"Rin2",2712,22,54,59,24,2,1,8.11,19.91,21.76,8.85,0.74,0.37
"Rin3",2943,28,48,53,23,5,1,9.51,16.31,18.01,7.82,1.7,0.34
"Ring1",1221,7,26,23,7,1,1,5.73,21.29,18.84,5.73,0.82,0.82
"Rinl",1692,16,38,39,20,3,3,9.46,22.46,23.05,11.82,1.77,1.77
"Rint1",2379,24,38,43,22,3,1,10.09,15.97,18.07,9.25,1.26,0.42
"Riok1",1704,17,37,38,22,2,2,9.98,21.71,22.3,12.91,1.17,1.17
"Riok3",1560,7,33,23,13,1,2,4.49,21.15,14.74,8.33,0.64,1.28
"Ripk1",1971,22,38,32,14,1,3,11.16,19.28,16.24,7.1,0.51,1.52
"Ripk2",1620,10,20,23,11,1,1,6.17,12.35,14.2,6.79,0.62,0.62
"Ripk4",2361,21,41,49,23,4,1,8.89,17.37,20.75,9.74,1.69,0.42
"Ripply2",387,1,4,3,1,0,0,2.58,10.34,7.75,2.58,0,0
"Ripply3",459,5,10,7,1,0,1,10.89,21.79,15.25,2.18,0,2.18
"Rit1",660,2,13,12,7,1,1,3.03,19.7,18.18,10.61,1.52,1.52
"Rit2",654,6,13,9,4,0,2,9.17,19.88,13.76,6.12,0,3.06
"Rita1",762,8,11,15,2,0,0,10.5,14.44,19.69,2.62,0,0
"Rlbp1",954,12,18,9,5,1,1,12.58,18.87,9.43,5.24,1.05,1.05
"Rlim",1803,10,26,23,8,2,0,5.55,14.42,12.76,4.44,1.11,0
"Rmdn1",918,8,12,9,4,0,1,8.71,13.07,9.8,4.36,0,1.09
"Rmdn2",1233,16,24,17,10,1,1,12.98,19.46,13.79,8.11,0.81,0.81
"Rmdn3",1413,15,45,30,12,3,2,10.62,31.85,21.23,8.49,2.12,1.42
"Rmi1",1851,25,25,16,7,0,0,13.51,13.51,8.64,3.78,0,0
"Rmi2",450,2,8,4,3,0,0,4.44,17.78,8.89,6.67,0,0
"Rmnd1",1353,13,17,25,12,2,0,9.61,12.56,18.48,8.87,1.48,0
"Rmnd5a",1176,8,21,19,14,2,0,6.8,17.86,16.16,11.9,1.7,0
"Rmnd5b",1182,11,25,17,7,2,0,9.31,21.15,14.38,5.92,1.69,0
"Rnase4",447,6,5,13,7,2,1,13.42,11.19,29.08,15.66,4.47,2.24
"Rnaseh1",858,7,21,17,11,1,1,8.16,24.48,19.81,12.82,1.17,1.17
"Rnaseh2a",906,8,26,18,7,1,1,8.83,28.7,19.87,7.73,1.1,1.1
"Rnaseh2b",927,10,11,12,5,1,0,10.79,11.87,12.94,5.39,1.08,0
"Rnaseh2c",501,4,8,10,7,0,1,7.98,15.97,19.96,13.97,0,2
"Rnasel",2208,18,46,46,25,0,1,8.15,20.83,20.83,11.32,0,0.45
"Rnaset2a",780,11,14,12,4,0,1,14.1,17.95,15.38,5.13,0,1.28
"Rnaset2b",780,11,14,12,4,0,1,14.1,17.95,15.38,5.13,0,1.28
"Rnd1",699,4,9,18,11,1,0,5.72,12.88,25.75,15.74,1.43,0
"Rnd2",684,9,7,16,9,1,0,13.16,10.23,23.39,13.16,1.46,0
"Rnd3",735,6,8,17,10,0,0,8.16,10.88,23.13,13.61,0,0
"Rnf11",465,7,10,13,3,0,0,15.05,21.51,27.96,6.45,0,0
"Rnf111",2970,25,53,36,14,1,3,8.42,17.85,12.12,4.71,0.34,1.01
"Rnf112",2040,12,41,28,15,2,1,5.88,20.1,13.73,7.35,0.98,0.49
"Rnf113a1",1026,6,15,15,8,1,1,5.85,14.62,14.62,7.8,0.97,0.97
"Rnf113a2",1014,7,18,15,8,0,1,6.9,17.75,14.79,7.89,0,0.99
"Rnf114",690,6,11,10,5,0,1,8.7,15.94,14.49,7.25,0,1.45
"Rnf115",918,7,16,22,12,4,0,7.63,17.43,23.97,13.07,4.36,0
"Rnf121",984,7,17,11,4,0,2,7.11,17.28,11.18,4.07,0,2.03
"Rnf122",468,4,4,5,0,0,1,8.55,8.55,10.68,0,0,2.14
"Rnf123",3963,32,74,72,25,4,2,8.07,18.67,18.17,6.31,1.01,0.5
"Rnf123.1",3963,32,74,72,25,4,2,8.07,18.67,18.17,6.31,1.01,0.5
"Rnf125",423,7,6,7,3,0,0,16.55,14.18,16.55,7.09,0,0
"Rnf126",942,6,11,15,8,1,0,6.37,11.68,15.92,8.49,1.06,0
"Rnf128",1287,6,22,14,8,2,1,4.66,17.09,10.88,6.22,1.55,0.78
"Rnf13",1146,9,11,31,17,0,0,7.85,9.6,27.05,14.83,0,0
"Rnf135",1254,10,25,29,13,2,0,7.97,19.94,23.13,10.37,1.59,0
"Rnf138",738,7,13,8,5,0,1,9.49,17.62,10.84,6.78,0,1.36
"Rnf144a",879,5,7,17,9,1,0,5.69,7.96,19.34,10.24,1.14,0
"Rnf144b",906,6,14,19,8,1,0,6.62,15.45,20.97,8.83,1.1,0
"Rnf146",1080,7,19,20,10,2,1,6.48,17.59,18.52,9.26,1.85,0.93
"Rnf149",1185,4,24,11,7,1,2,3.38,20.25,9.28,5.91,0.84,1.69
"Rnf150",1314,14,23,25,9,2,2,10.65,17.5,19.03,6.85,1.52,1.52
"Rnf152",612,5,11,8,5,0,2,8.17,17.97,13.07,8.17,0,3.27
"Rnf165",1044,10,13,18,10,1,0,9.58,12.45,17.24,9.58,0.96,0
"Rnf166",714,6,8,8,5,1,0,8.4,11.2,11.2,7,1.4,0
"Rnf167",1044,14,16,17,4,1,0,13.41,15.33,16.28,3.83,0.96,0
"Rnf168",1704,9,36,19,13,4,1,5.28,21.13,11.15,7.63,2.35,0.59
"Rnf17",4923,50,78,55,26,3,1,10.16,15.84,11.17,5.28,0.61,0.2
"Rnf170",861,5,15,11,5,0,0,5.81,17.42,12.78,5.81,0,0
"Rnf180",1728,14,28,31,14,2,1,8.1,16.2,17.94,8.1,1.16,0.58
"Rnf181",621,5,14,8,3,1,1,8.05,22.54,12.88,4.83,1.61,1.61
"Rnf182",744,10,6,10,4,0,0,13.44,8.06,13.44,5.38,0,0
"Rnf185",687,4,15,11,7,1,0,5.82,21.83,16.01,10.19,1.46,0
"Rnf2",1011,10,19,11,6,1,0,9.89,18.79,10.88,5.93,0.99,0
"Rnf20",2922,21,84,41,19,1,2,7.19,28.75,14.03,6.5,0.34,0.68
"Rnf207",1908,15,42,36,16,2,2,7.86,22.01,18.87,8.39,1.05,1.05
"Rnf208",798,5,8,9,3,0,0,6.27,10.03,11.28,3.76,0,0
"Rnf213",15459,164,278,259,106,13,5,10.61,17.98,16.75,6.86,0.84,0.32
"Rnf214",2145,20,42,29,11,2,3,9.32,19.58,13.52,5.13,0.93,1.4
"Rnf215",1140,10,22,17,7,0,1,8.77,19.3,14.91,6.14,0,0.88
"Rnf217",1548,15,21,23,10,2,0,9.69,13.57,14.86,6.46,1.29,0
"Rnf219",2169,16,37,30,14,3,1,7.38,17.06,13.83,6.45,1.38,0.46
"Rnf24",447,6,5,3,1,0,0,13.42,11.19,6.71,2.24,0,0
"Rnf25",1371,14,21,17,5,0,1,10.21,15.32,12.4,3.65,0,0.73
"Rnf26",1275,14,25,13,6,0,1,10.98,19.61,10.2,4.71,0,0.78
"Rnf31",3201,24,57,47,24,0,2,7.5,17.81,14.68,7.5,0,0.62
"Rnf32",1107,7,15,8,3,0,1,6.32,13.55,7.23,2.71,0,0.9
"Rnf38",1395,9,11,16,8,0,2,6.45,7.89,11.47,5.73,0,1.43
"Rnf39",1059,7,19,22,10,0,2,6.61,17.94,20.77,9.44,0,1.89
"Rnf40",3006,20,66,42,17,2,2,6.65,21.96,13.97,5.66,0.67,0.67
"Rnf43",2355,19,30,43,14,0,1,8.07,12.74,18.26,5.94,0,0.42
"Rnf44",1299,10,12,22,7,1,0,7.7,9.24,16.94,5.39,0.77,0
"Rnf5",543,1,5,7,3,1,0,1.84,9.21,12.89,5.52,1.84,0
"Rnf6",2004,12,32,26,14,0,2,5.99,15.97,12.97,6.99,0,1
"Rnf7",342,3,8,6,4,1,0,8.77,23.39,17.54,11.7,2.92,0
"Rnf8",1467,16,34,29,10,1,1,10.91,23.18,19.77,6.82,0.68,0.68
"Rnft1",1188,17,12,9,3,1,0,14.31,10.1,7.58,2.53,0.84,0
"Rnft2",1341,10,18,17,10,1,1,7.46,13.42,12.68,7.46,0.75,0.75
"Rngtt",1794,17,38,35,23,2,1,9.48,21.18,19.51,12.82,1.11,0.56
"Rnh1",1479,26,30,26,10,0,2,17.58,20.28,17.58,6.76,0,1.35
"Rnmt",1398,16,26,13,6,0,1,11.44,18.6,9.3,4.29,0,0.72
"Rnmtl1",1257,12,24,34,19,5,1,9.55,19.09,27.05,15.12,3.98,0.8
"Rnpc3",1545,16,29,26,10,1,1,10.36,18.77,16.83,6.47,0.65,0.65
"Rnpep",1953,11,32,37,16,1,1,5.63,16.39,18.95,8.19,0.51,0.51
"Rnpepl1",2163,13,32,35,14,0,1,6.01,14.79,16.18,6.47,0,0.46
"Robo1",4839,42,81,82,41,3,2,8.68,16.74,16.95,8.47,0.62,0.41
"Robo3",4209,27,61,51,23,1,2,6.41,14.49,12.12,5.46,0.24,0.48
"Robo4",3225,20,52,54,18,1,2,6.2,16.12,16.74,5.58,0.31,0.62
"Rock1",4065,34,64,50,28,5,3,8.36,15.74,12.3,6.89,1.23,0.74
"Rock2",4167,35,72,59,34,5,1,8.4,17.28,14.16,8.16,1.2,0.24
"Rom1",1056,7,20,12,4,0,0,6.63,18.94,11.36,3.79,0,0
"Romo1",240,1,2,1,0,0,0,4.17,8.33,4.17,0,0,0
"Ror1",2814,24,33,31,12,0,0,8.53,11.73,11.02,4.26,0,0
"Ror2",2835,21,40,49,26,3,1,7.41,14.11,17.28,9.17,1.06,0.35
"Rora",1572,9,19,28,13,0,1,5.73,12.09,17.81,8.27,0,0.64
"Rorc",1551,17,21,24,13,3,1,10.96,13.54,15.47,8.38,1.93,0.64
"Rp2",1110,15,22,16,6,0,1,13.51,19.82,14.41,5.41,0,0.9
"Rp9",642,3,11,14,9,0,2,4.67,17.13,21.81,14.02,0,3.12
"Rpa1",1935,20,27,37,19,4,0,10.34,13.95,19.12,9.82,2.07,0
"Rpa2",813,7,10,11,7,0,1,8.61,12.3,13.53,8.61,0,1.23
"Rpa3",366,3,11,4,2,0,0,8.2,30.05,10.93,5.46,0,0
"Rpain",660,8,13,10,5,0,0,12.12,19.7,15.15,7.58,0,0
"Rpap1",4230,41,73,75,29,6,3,9.69,17.26,17.73,6.86,1.42,0.71
"Rpap2",1845,16,29,28,13,0,2,8.67,15.72,15.18,7.05,0,1.08
"Rpap3",1983,26,30,34,13,2,0,13.11,15.13,17.15,6.56,1.01,0
"Rpe",708,6,10,10,3,0,0,8.47,14.12,14.12,4.24,0,0
"Rpe65",1602,24,26,24,9,4,1,14.98,16.23,14.98,5.62,2.5,0.62
"Rpf1",1050,7,12,20,10,1,0,6.67,11.43,19.05,9.52,0.95,0
"Rpf2",921,13,15,17,6,0,1,14.12,16.29,18.46,6.51,0,1.09
"Rpgr",3120,38,66,42,28,2,3,12.18,21.15,13.46,8.97,0.64,0.96
"Rpgrip1",3996,40,107,69,35,7,2,10.01,26.78,17.27,8.76,1.75,0.5
"Rpgrip1l",3795,34,61,58,30,3,0,8.96,16.07,15.28,7.91,0.79,0
"Rph3al",909,3,14,16,11,2,1,3.3,15.4,17.6,12.1,2.2,1.1
"Rpia",912,5,16,12,4,1,0,5.48,17.54,13.16,4.39,1.1,0
"Rpl10a",654,2,6,9,6,0,0,3.06,9.17,13.76,9.17,0,0
"Rpl22l1",369,3,8,6,2,2,0,8.13,21.68,16.26,5.42,5.42,0
"Rpl23a",471,1,4,6,3,0,0,2.12,8.49,12.74,6.37,0,0
"Rpl24",474,3,7,5,3,0,1,6.33,14.77,10.55,6.33,0,2.11
"Rpl27",411,1,5,10,6,2,0,2.43,12.17,24.33,14.6,4.87,0
"Rpl28",414,2,5,5,2,0,0,4.83,12.08,12.08,4.83,0,0
"Rpl34",354,2,3,5,3,1,0,5.65,8.47,14.12,8.47,2.82,0
"Rpl35a",333,1,3,2,1,0,0,3,9.01,6.01,3,0,0
"Rpl36",318,0,5,5,5,1,0,0,15.72,15.72,15.72,3.14,0
"Rpl36a",321,2,4,6,4,2,0,6.23,12.46,18.69,12.46,6.23,0
"Rpl36al",321,3,5,4,2,1,0,9.35,15.58,12.46,6.23,3.12,0
"Rpl39",156,3,3,2,1,0,0,19.23,19.23,12.82,6.41,0,0
"Rpl7l1",741,2,13,9,6,1,2,2.7,17.54,12.15,8.1,1.35,2.7
"Rpp14",477,2,8,5,2,0,0,4.19,16.77,10.48,4.19,0,0
"Rpp21",453,2,5,14,6,0,0,4.42,11.04,30.91,13.25,0,0
"Rpp25",600,6,8,8,6,1,1,10,13.33,13.33,10,1.67,1.67
"Rpp25l",492,2,7,10,5,0,0,4.07,14.23,20.33,10.16,0,0
"Rpp30",807,11,10,11,3,0,0,13.63,12.39,13.63,3.72,0,0
"Rpp38",843,7,13,14,7,1,0,8.3,15.42,16.61,8.3,1.19,0
"Rpp40",1092,14,15,11,4,0,0,12.82,13.74,10.07,3.66,0,0
"Rprd1a",939,7,13,9,3,0,0,7.45,13.84,9.58,3.19,0,0
"Rprd1b",981,7,17,14,3,0,2,7.14,17.33,14.27,3.06,0,2.04
"Rps14",456,2,11,7,1,0,2,4.39,24.12,15.35,2.19,0,4.39
"Rps15a",393,0,3,4,2,0,1,0,7.63,10.18,5.09,0,2.54
"Rps16",441,2,8,6,4,0,0,4.54,18.14,13.61,9.07,0,0
"Rps18",459,5,8,8,4,0,0,10.89,17.43,17.43,8.71,0,0
"Rps19bp1",432,4,1,7,1,0,0,9.26,2.31,16.2,2.31,0,0
"Rps26",348,1,3,6,2,0,1,2.87,8.62,17.24,5.75,0,2.87
"Rps27",255,3,9,2,2,0,2,11.76,35.29,7.84,7.84,0,7.84
"Rps27l",318,5,7,1,0,0,1,15.72,22.01,3.14,0,0,3.14
"Rps27rt",255,3,9,2,2,0,2,11.76,35.29,7.84,7.84,0,7.84
"Rps28",210,0,5,5,4,0,0,0,23.81,23.81,19.05,0,0
"Rps29",171,1,3,2,1,0,0,5.85,17.54,11.7,5.85,0,0
"Rps6ka1",2226,16,38,44,19,2,1,7.19,17.07,19.77,8.54,0.9,0.45
"Rps6ka4",2322,16,42,36,17,1,0,6.89,18.09,15.5,7.32,0.43,0
